name,parkprop,parknumber,commboard,council,dimen,extant,Cost
Borough Hall World War I Tablets,Y,B113C,2.0,33.0,,Y,
Schurz Park,Y,M081,8.0,5.0,"1'11""h x 3'3""w",N,
Sixty First District Memorial,Y,B130,7.0,39.0,"Stele W: 5'3"" D: 2'4""; base H: 6""; terrace W: 40' (approximate); total H: 11'",Y,"$13,000"
Canadian Burr Oak,Y,M013,1.0,1.0,"H: 6"" W: 10""",Y,
Motherhood,Y,M108N,6.0,5.0,"h 5'4½"" x  w 1'2 ½"" x d 10 ½""",N,
Frederick P. Meres,Y,M058,11.0,9.0,"1'6""h x 2'w",N,
Mary Lindley Murray,Y,M060A,5.0,3.0,"H: 2' W: 2'9""",Y,
Father Kehoe Square,Y,BZ001,18.0,46.0,"H: 7 ½' W:30"" D: 30""",Y,
Penitentiary Workshop Tablet,O,,8.0,5.0,,Y,
police headquarters monument list,N,,0.0,0.0,,Y,
Harriet Tubman Memorial,Y,MZ226,9.0,9.0,Approx. 13' H 14' L,Y,"$800,000"
Richmond Hill Flagstaff,Y,,14.0,31.0,"Base H: 6' W: 3'2"" D: 3'2""; Tablet H: 2' W: 1'4""",N,
Huntington Estate Animal Cemetery,Y,X039,0.0,13.0,"H: 2' W: 10 ¼"" D:5""",Y,
"Lincoln, Abraham Bust",N,,9.0,7.0,"6'h x 3'w x 2'4""d",Y,
Peace Form One,Y,M203B,6.0,4.0,"Obelisk H: 50'; Base W: 21'4""",Y,
Bernard S. Deutsch,Y,X080,8.0,11.0,"H: 5'3 ½"" W: 25"" D: 16"" D: 1""",M,
East Coast Memorial,Y,M005,1.0,1.0,"Eagle H: 18'6""; each pylon H: 19'",Y,
Marble Hill War Memorial,N,,8.0,10.0,"24""h x 15 ¼""w",N,
